BR,RT,DAY,STOP,NEW BR,NEW RT,NEW DAY,NEW STOP,CUST,CUST NAME,HOUSE NUMBER,ADDRESS,CITY,ZIP,EST DATE,BIG 5 AVG,COMP AVG,Latitude,Longitude,Machine,Companion,Stop ID,NEW DIST
650,1,14,1,,33.0,1,1,650599,YAMA SUSHI ELLICOTT CITY,4725-G,DORSEY HALL DRIVE,ELLICOTT CITY,21042,2009-12-18 00:00:00,223.51,0.0,39.2426475,-76.8422261,223.51,0.0,269,0.0
650,3,4,5,,23.0,1,5,186500023,MAIWAND KABOB,6131,COLUMBIA CROSSING CIRCLE,COLUMBIA,21045-8208,2018-08-31 00:00:00,310.57666666666665,0.0,39.196142,-76.812704,310.57666666666665,0.0,270,16.0
650,1,13,5,,12.0,1,5,226500007,CHARM CITY BUFFET,2033,EAST JOPPA ROAD,PARKVILLE,21234,2022-05-23 00:00:00,1110.79,13.233333333333333,39.39846561902369,-76.54252230893371,1110.79,13.233333333333333,271,3.0
650,1,9,3,,48.0,1,3,166500213,MINT INDIAN CUISINE,12447,CLARKSVILLE PIKE,CLARKSVILLE,21029,2016-06-02 00:00:00,282.2266666666667,0.0,39.205480300000005,-76.94225342840309,282.2266666666667,0.0,272,3.0
650,1,9,1,,48.0,1,1,650354,CATTAIL CREEK COUNTRY CLUB,3600,CATTAIL CREEK DRIVE,GLENWOOD,21738-9648,2006-09-11 00:00:00,1880.44,384.76666666666665,39.272176,-77.043213,1880.44,384.76666666666665,273,0.0
650,1,9,5,,48.0,1,5,216500017,MARY'S LAND FARM,4979,SHEPPARD LANE,ELLICOTT CITY,21042,2021-05-20 00:00:00,75.0,0.0,39.23342754013487,-76.93903436331517,75.0,0.0,274,22.0
650,1,9,4,,48.0,1,4,236500012,MAIWAND KABOB - CLARKSVILLE,12165,CLARKSVILLE PIKE #300,CLARKSVILLE,21029,2023-04-10 00:00:00,246.0,0.0,39.21494,-76.933299,246.0,0.0,275,14.0
650,1,9,2,,48.0,1,2,156500003,KATANA SUSHI CLARKSVILLE,6343,TEN OAKS ROAD,CLARKSVILLE,21029,2015-01-06 00:00:00,271.84,0.0,39.2065349,-76.9453562282394,271.84,0.0,276,112.0
650,1,8,1,,27.0,2,1,146500016,JIMMY'S FAMOUS SEAFOOD,6526,HOLABIRD AVENUE,BALTIMORE,21224-6244,2014-05-01 00:00:00,2044.11,91.13333333333333,39.272453428571424,-76.53526516326531,2044.11,91.13333333333333,277,0.0
650,1,11,4,,30.0,1,4,65078800,GLORY DAYS GRILL - GLEN BURNIE,7939,RITCHIE HIGHWAY,GLEN BURNIE ,21060,2002-12-20 00:00:00,1539.0166666666667,913.3666666666667,39.13702395,-76.59850284122656,1539.0166666666667,913.3666666666667,278,22.0
650,2,12,2,,31.0,1,2,146500068,PARK TAVERN,580,GOVERNOR RITCHIE HIGHWAY,SEVERNA PARK ,21146,2014-07-03 00:00:00,1585.37,784.2,39.07556253846154,-76.54385623076924,1585.37,784.2,279,5.0
650,2,12,3,,31.0,1,3,6501026,MI PUEBLO II,554,GOVERNOR RITCHIE HIGHWAY,SEVERNA PARK ,21146,2013-06-27 00:00:00,646.0933333333334,0.0,39.077043456521736,-76.54516632608696,646.0933333333334,0.0,280,2.0
650,2,12,5,,31.0,1,5,6501010,LIFE PHO,484,RITCHIE HIGHWAY,SEVERNA PARK ,21146,2013-05-07 00:00:00,308.6166666666667,0.0,39.084673,-76.552625,308.6166666666667,0.0,281,0.0
650,3,7,1,,26.0,1,1,650918,PICANTILLO,4590,MOUNTAIN ROAD,PASADENA,21122-5330,2012-08-14 00:00:00,342.43,0.0,39.10715825711253,-76.48596987108863,342.43,0.0,282,0.0
650,1,11,2,,30.0,1,2,186500003,BONCHON PASADENA,8159,RITCHIE HIGHWAY,PASADENA,21122,2018-01-30 00:00:00,244.97666666666663,0.0,39.12077170926556,-76.58461367802965,244.97666666666663,0.0,283,27.0
650,1,11,3,,30.0,1,3,196500036,EAST WEST BISTRO ,8151,RITCHIE HIGHWAY,PASADENA,21122,2019-12-12 00:00:00,422.25,45.35,39.120951969670585,-76.58477950531876,422.25,45.35,284,1.0
650,3,7,2,,26.0,1,2,216500007,PASSION ASIAN BISTRO,25,MAGOTHY BEACH ROAD,PASADENA,21122-4461,2021-02-11 00:00:00,265.5833333333333,0.0,39.12103763930174,-76.51730501904332,265.5833333333333,0.0,285,32.0
650,3,8,4,,47.0,1,4,166500215,MISSION BBQ ELLICOTT CITY,3410,PLUMTREE DRIVE,ELLICOTT CITY,21042,2016-06-15 00:00:00,877.7633333333332,98.45,39.27690908333333,-76.83577083333334,877.7633333333332,98.45,286,20.0
650,3,8,1,,47.0,1,1,156500186,GLORY DAYS GRILL - ELLICOTT CITY,10035,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,2015-06-15 00:00:00,1395.4533333333331,643.0833333333334,39.27785565,-76.85755177194038,1395.4533333333331,643.0833333333334,287,0.0
650,3,8,3,,47.0,1,3,65085524,SAKURA OF ELLICOTT CITY,10040,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,2003-01-14 00:00:00,657.02,252.23333333333332,39.28120845,-76.85728830780303,657.02,252.23333333333332,288,3.0
650,3,8,5,,47.0,1,5,166500029,NIKO,3570,SAINT JOHNS LANE,ELLICOTT CITY,21042,2016-02-01 00:00:00,230.0,0.0,39.2725436,-76.8267994,230.0,0.0,289,0.0
650,2,7,3,,46.0,1,3,65093606,DOUBLE T DINER - ELLICOTT CITY,10055,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-3611,1999-06-29 00:00:00,2324.45,1517.3666666666666,39.27914997771793,-76.85837279313955,2324.45,1517.3666666666666,290,5.0
650,1,3,4,,42.0,1,4,226500003,THE ALL AMERICAN STEAKHOUSE - ELLICOTT CITY,8450,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043,2022-02-04 00:00:00,1596.28,628.1666666666666,39.2866496,-76.80654242469828,1596.28,628.1666666666666,291,3.0
650,2,10,4,,49.0,1,4,650934,ALE HOUSE COLUMBIA,6480,DOBBIN CENTER WAY,COLUMBIA,21045,2012-10-05 00:00:00,1754.7666666666664,801.0666666666666,39.19839485,-76.81981069741661,1754.7666666666664,801.0666666666666,292,12.0
650,2,10,5,,49.0,1,5,146500058,MISSION BBQ COLUMBIA,6270,COLUMBIA CROSSING CIRCLE,COLUMBIA,21045,2014-06-24 00:00:00,931.7033333333331,130.5,39.19868547176594,-76.81438263226512,931.7033333333331,130.5,293,0.0
650,1,6,4,,45.0,1,4,650615,N.M. CARROLL MANOR,701,NORTH ARLINGTON AVENUE,BALTIMORE,21217-2455,2010-03-01 00:00:00,335.0,0.0,39.29712945,-76.63546907523221,335.0,0.0,294,76.0
650,2,12,1,,31.0,1,1,216500023,APRIL'S TABLE ,544,BALTIMORE ANNAPOLIS BOULEVARD,SEVERNA PARK ,21146,2021-07-01 00:00:00,260.0,0.0,39.07466443302522,-76.54850919913092,260.0,0.0,295,0.0
650,1,11,1,,30.0,1,1,216500036,THE SOCIAL ,139,RITCHIE HIGHWAY,SEVERNA PARK ,21146,2021-10-07 00:00:00,470.72,9.216666666666667,39.101924,-76.565523,470.72,9.216666666666667,296,0.0
650,3,13,8,,32.0,1,8,226500004,PHO 5UP - HANOVER,1350,DORSEY ROAD,HANOVER,21076,2022-01-24 00:00:00,240.0,0.0,39.15942075,-76.7106495731594,240.0,0.0,297,0.0
650,3,11,4,,50.0,1,4,65091580,SHANNON'S SALOON & RESTAURANT,9338,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,2003-12-29 00:00:00,2158.73,1366.5,39.278111550000006,-76.8334750374122,2158.73,1366.5,298,2.0
650,2,5,6,,4.0,1,6,650787,GLORY DAYS GRILL - ELDERSBURG,1348,LIBERTY ROAD,ELDERSBURG,21784-6411,2011-04-29 00:00:00,1250.41,646.85,39.40364468889953,-76.94974234212144,1250.41,646.85,299,0.0
650,2,7,5,,46.0,1,5,166500210,NORA'S KABOB ELLICOTT CITY,9338,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,2016-05-16 00:00:00,240.6,20.6,39.278111550000006,-76.8334750374122,240.6,20.6,300,0.0
650,3,8,2,,47.0,1,2,156500402,ZEN GARDEN,10039,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,2015-12-03 00:00:00,136.66666666666666,0.0,39.27867665,-76.85752193839484,136.66666666666666,0.0,301,1.0
650,1,3,1,,42.0,1,1,176500010,K POCHA,8801,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043,2017-03-30 00:00:00,215.0,0.0,39.27753125,-76.81781375380308,215.0,0.0,302,0.0
650,2,7,4,,46.0,1,4,650433,HAN JOONG KWAN,9338,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,2007-08-15 00:00:00,288.00333333333333,21.1,39.278111550000006,-76.8334750374122,288.00333333333333,21.1,303,22.0
650,1,17,7,,36.0,1,7,65094414,DELLIS' BAR & GRILL,8776,PHILADELPHIA ROAD,ROSEDALE,21237,2001-04-25 00:00:00,1083.6733333333332,360.9333333333333,39.3410786,-76.4845167,1083.6733333333332,360.9333333333333,304,0.0
650,1,20,4,,39.0,1,4,146500020,TACO LOVE GRILL,11550,PHILADELPHIA ROAD,WHITE MARSH,21162,2014-05-16 00:00:00,895.26,248.21666666666664,39.4067895,-76.4138085,895.26,248.21666666666664,305,88.0
650,1,17,5,,36.0,1,5,156500451,ENDY'S GRILL,1328,EASTERN BOULEVARD,ESSEX,21221,2015-12-30 00:00:00,285.0,0.0,39.31571524983195,-76.46051428322953,285.0,0.0,306,15.0
650,1,17,4,,36.0,1,4,186500026,WOODY'S PUB GRUB,11,MARGARET AVENUE,ESSEX,21221-6704,2018-09-21 00:00:00,0.0,0.0,39.30823755,-76.47422198283883,0.0,0.0,307,33.0
650,1,10,2,,9.0,1,2,216500020,O'FISHEL KOSHER CATERERS ,7000,ROCKLAND HILLS DRIVE,PIKESVILLE,21209-1112,2021-03-15 00:00:00,63.0,0.0,39.38492,-76.667581,63.0,0.0,308,73.0
650,2,3,5,,22.0,1,5,216500011,HEAVY SEAS BREWING ,4615,HOLLINS FERRY ROAD,HALETHORPE,21227-4624,2021-03-30 00:00:00,260.0,0.0,39.2307539,-76.6753277,260.0,0.0,309,17.0
650,3,6,2,,5.0,2,2,216500010,MISSION BBQ - WESTMINSTER,584,JERMOR LANE,WESTMINSTER,21157-6126,2021-02-22 00:00:00,881.2733333333333,190.51,39.565929094812105,-76.97884004293314,881.2733333333333,190.51,310,0.0
650,1,8,3,,27.0,1,3,650616,LEDO PIZZA OF GLEN BURNIE,16,EAST ORDNANCE ROAD,GLEN BURNIE ,21060,2010-02-23 00:00:00,320.46666666666664,85.46666666666667,39.19361860121379,-76.61217131205389,320.46666666666664,85.46666666666667,311,3.0
650,1,8,2,,27.0,1,2,6501032,YAMA SUSHI BAR GLEN BURNIE,6714,RITCHIE HIGHWAY,GLEN BURNIE ,21061-2870,2013-07-17 00:00:00,270.0433333333333,0.0,39.19199580392065,-76.61375782833552,270.0433333333333,0.0,312,56.0
650,3,7,5,,26.0,1,5,146500247,MISSION BBQ GLEN BURNIE,7748,RITCHIE HIGHWAY,GLEN BURNIE ,21061-4378,2014-11-25 00:00:00,1023.0233333333333,423.27333333333337,39.15168965,-76.61402915510558,1023.0233333333333,423.27333333333337,313,91.0
650,1,8,4,,27.0,1,4,6501057,LITTLE INDIA CAFE,20,EAST ORDNANCE ROAD,GLEN BURNIE ,21060,2013-09-24 00:00:00,316.35,27.35,39.19361877298917,-76.61210225835501,316.35,27.35,314,1.0
650,3,1,3,,20.0,1,3,216500005,CRAZY CRAB,805,AQUAHART ROAD,GLEN BURNIE ,21061-3968,2021-01-14 00:00:00,548.8066666666666,64.05,39.15259581632653,-76.61733146938776,548.8066666666666,64.05,315,29.0
650,3,12,1,,11.0,2,1,650862,THE ORIENT RESTAURANT BEL AIR,15,NORTH MAIN STREET,BEL AIR,21014-3537,2011-12-12 00:00:00,213.82666666666665,0.0,39.53690693563868,-76.34973342040574,213.82666666666665,0.0,316,29.0
650,1,4,2,,3.0,1,2,65097161,SAKURA OF BEL AIR,615,BELAIR ROAD,BEL AIR,21014,2001-10-12 00:00:00,487.1366666666666,126.43333333333332,39.5247114,-76.3533539,487.1366666666666,126.43333333333332,317,76.0
650,2,17,3,,16.0,1,3,650814,SIZZLING BOMBAY,2108,OLD EMMORTON ROAD,BEL AIR,21015-6800,2011-08-02 00:00:00,240.0,0.0,39.4936772,-76.322036,240.0,0.0,318,6.0
650,1,4,4,,3.0,1,4,216500035,MISSION BBQ - BEL AIR ,627 ,BEL AIR ROAD,BEL AIR,21014,2021-10-14 00:00:00,783.65,89.06666666666666,39.5087984,-76.3803281,783.65,89.06666666666666,319,25.0
650,2,17,2,,16.0,1,2,236500001,HUO GUO BEL AIR,5,BEL AIR S PKWY,BEL AIR,21015,2022-12-30 00:00:00,478.52,0.0,39.49734305,-76.32561231932084,478.52,0.0,320,64.0
650,3,2,3,,41.0,2,3,650470,SCOOZZI'S RESTAURANT,7625,GERMAN HILL ROAD,DUNDALK,21222,2008-04-15 00:00:00,399.0,0.0,39.279619800000006,-76.50215830270898,399.0,0.0,321,0.0
650,1,17,3,,36.0,1,3,650894,HIBACHI GRILL & BUFFET,7911,EASTERN AVENUE,BALTIMORE ,21224-2141,2012-06-11 00:00:00,1010.0766666666665,0.0,39.29584366066492,-76.50809645832251,1010.0766666666665,0.0,322,59.0
650,3,15,6,,14.0,1,6,650936,PHO 7 RICH,4136,EAST JOPPA ROAD,NOTTINGHAM,21236-2286,2012-10-10 00:00:00,246.98,0.0,39.399034,-76.481658,246.98,0.0,323,2.0
650,3,10,8,,29.0,1,8,65047797,BOULEVARD DINER,1660,MERRITT BOULEVARD,DUNDALK,21222,2002-04-04 00:00:00,1945.4,796.9833333333333,39.2707756,-76.5035391,1945.4,796.9833333333333,324,0.0
650,1,13,1,,12.0,2,1,6501056,BOMBAY NIGHTS,5007,HONEYGO CENTER DRIVE,PERRY HALL ,21128,2013-05-01 00:00:00,275.0,0.0,39.404683,-76.4431282,275.0,0.0,325,1.0
650,2,9,7,,28.0,1,7,236500003,LAS ESPERANZAS CAFE 3 ,6500,EASTERN AVE,BALTIMORE,21224,2023-01-03 00:00:00,347.66333333333336,0.0,39.2889002,-76.5360656,347.66333333333336,0.0,326,19.0
650,3,6,3,,5.0,1,3,166500228,KATANA SUSHI WESTMINSTER,410,MEADOW CREEK DRIVE,WESTMINSTER,21158,2016-08-15 00:00:00,220.71666666666664,10.716666666666665,39.59003469509169,-77.01010789405544,220.71666666666664,10.716666666666665,327,257.0
650,3,6,1,,5.0,2,1,206500004,WESTMINSTER ELKS LODGE,538,GORSUCH ROAD,WESTMINSTER,21157-6530,2020-01-24 00:00:00,396.2666666666667,136.26666666666665,39.570372388562085,-76.97906541500788,396.2666666666667,136.26666666666665,328,16.0
650,3,6,5,,5.0,1,5,65048493,SAKURA OF WESTMINSTER,5,WESTMINSTER SHOPPING CENTER,WESTMINSTER,21157,2003-09-25 00:00:00,646.7333333333332,249.98333333333332,39.5816,-76.989005,646.7333333333332,249.98333333333332,329,68.0
650,3,6,4,,5.0,1,4,216500038,OLD WESTMINSTER WINERY,1550 ,OLD WESTMINSTER RD,WESTMINSTER,21157,2021-11-01 00:00:00,349.75,0.0,39.53167926952061,-77.03331953716001,349.75,0.0,330,68.0
650,2,11,6,,10.0,1,6,226500006,TONY LOCOS,710,LISBON CENTER DR,SYKESVILLE,21797,2022-04-18 00:00:00,678.2366666666667,107.48333333333333,39.3491531,-77.06707164124231,678.2366666666667,107.48333333333333,331,82.0
650,3,9,3,,8.0,2,3,236500005,SAKE JAPANESE STEAKHOUSE,10090,REISTERSTOWN ROAD,OWINGS MILLS,21117,2023-01-26 00:00:00,753.6266666666667,0.0,39.41232975,-76.77350656416829,753.6266666666667,0.0,332,0.0
650,3,11,3,,50.0,1,3,186500006,HANG ARI,9380,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,2018-03-01 00:00:00,240.39,0.0,39.27827635,-76.8347870950666,240.39,0.0,333,68.0
650,2,10,3,,49.0,1,3,226500022,TAICHI BUBBLE TEA,6250,"COLUMBIA CROSSING CIRCLE
STE D",COLUMBIA,21045,2022-08-20 00:00:00,240.0,0.0,39.206042,-76.828234,240.0,0.0,334,75.0
650,3,11,5,,50.0,1,5,216500027,KUNG FU TEA ,9210,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,2021-08-06 00:00:00,160.4,160.4,39.27956025,-76.83124592657018,160.4,160.4,335,0.0
650,2,12,4,,31.0,1,4,206500012,ROMILOS,478A,RITCHIE HIGHWAY,SEVERNA PARK ,21146,2020-10-21 00:00:00,305.4266666666667,0.0,39.081598,-76.550917,305.4266666666667,0.0,336,8.0
650,2,7,2,,46.0,1,2,186500007,SIROO & JUK STORY,10176,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,2018-03-07 00:00:00,266.78,0.0,39.28037985,-76.86322429398021,266.78,0.0,337,37.0
650,3,1,1,,20.0,1,1,65094262,SAKURA OF GLEN BURNIE,34,MOUNTAIN ROAD,GLEN BURNIE ,21060-7974,2000-12-05 00:00:00,619.38,301.75,39.13564852950231,-76.59475004294916,619.38,301.75,338,0.0
650,3,1,2,,20.0,1,2,166500126,GENERAL HOUSE,60,MOUNTAIN ROAD,GLEN BURNIE ,21060-7974,2016-03-10 00:00:00,230.0,0.0,39.13544796868857,-76.59333806739536,230.0,0.0,339,2.0
650,1,3,2,,42.0,1,2,226500028,BBQ CHICKEN,8801,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043,2022-10-03 00:00:00,268.18333333333334,0.0,39.27753125,-76.81781375380308,268.18333333333334,0.0,340,1.0
650,1,14,3,,33.0,2,3,206500007,FAYETTE HOUSE ,15,SOUTH FULTON AVENUE,BALTIMORE,21217,2020-05-04 00:00:00,239.0,0.0,39.28792411111112,-76.64509433333333,239.0,0.0,341,0.0
650,2,11,1,,10.0,2,1,650514,TEN OAKS TAVERN,3900,TEN OAKS ROAD,GLENELG,21737,2008-10-27 00:00:00,391.07,0.0,39.2645504,-76.98696795000001,391.07,0.0,342,117.0
650,2,11,2,,10.0,2,2,226500002,DANDELION BAKERY,7556,WEST MAIN STREET,SYKESVILLE,21784-7313,2022-01-28 00:00:00,289.43,20.166666666666664,39.365609,-76.969545,289.43,20.166666666666664,343,0.0
650,1,3,3,,42.0,1,3,65062066,LEDO PIZZA OF ELLICOTT CITY,8480,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043,2002-11-18 00:00:00,468.96666666666664,143.58333333333331,39.28473971794872,-76.8073855128205,468.96666666666664,143.58333333333331,344,13.0
650,2,5,1,,4.0,1,1,650362,AMANTE PIZZA & PASTA,21,LIBERTY ROAD,SYKESVILLE,21784-8633,2006-08-17 00:00:00,370.4533333333333,0.0,39.42267424798062,-76.99569786588941,370.4533333333333,0.0,345,0.0
650,2,5,4,,4.0,1,4,166500009,G.L. SHACKS ELDERSBURG,1207,LIBERTY ROAD,ELDERSBURG,21784,2016-01-15 00:00:00,404.95,163.46666666666664,39.404042,-76.95402489092609,404.95,163.46666666666664,346,25.0
650,2,5,5,,4.0,1,5,166500207,LOS AZTECAS,1213,LIBERTY ROAD,SYKESVILLE,21784,2016-05-02 00:00:00,629.95,0.0,39.40478605080641,-76.9528425196235,629.95,0.0,347,2.0
650,3,9,4,,8.0,1,4,650464,JY TOKYO MARKET,1437,LIBERTY LAKE DRIVE,ELDERSBURG,21784,2008-02-13 00:00:00,264.3333333333333,0.0,39.3922071,-76.9195727,264.3333333333333,0.0,348,26.0
650,3,9,1,,8.0,1,1,166500203,CHINA DRAGON,6300,GEORGETOWN BOULEVARD,SYKESVILLE,21784,2016-04-12 00:00:00,215.0,0.0,39.4012803,-76.9472392,215.0,0.0,349,0.0
650,3,9,2,,8.0,1,2,166500218,NORA'S KABOB ELDERSBURG,6300,GEORGETOWN BOULEVARD,SYKESVILLE,21784,2016-06-29 00:00:00,324.59666666666664,63.13333333333333,39.4012803,-76.9472392,324.59666666666664,63.13333333333333,350,1.0
650,2,5,2,,4.0,1,2,216500018,KATANA SUSHI - ELDERSBURG,5959,EXCHANGE DRIVE,ELDERSBURG,21784-9255,2021-05-26 00:00:00,270.4,45.4,39.4165034,-76.9782006,270.4,45.4,351,17.0
650,2,5,3,,4.0,1,3,226500011,KINARA INDIAN CUISINE & BAR,5957,EXCHANGE DR,ELDERSBURG,21784,2022-06-13 00:00:00,411.5466666666667,0.0,39.4165034,-76.9782006,411.5466666666667,0.0,352,1.0
650,3,9,3,,8.0,1,3,236500013,TAICHI BUBBLE TEA,6300,GEORGETOWN BLVD,ELDERSBURG,21784,2023-05-10 00:00:00,246.0,0.0,39.4012803,-76.9472392,246.0,0.0,353,1.0
