BR,RT,DAY,STOP,NEW BR,NEW RT,NEW DAY,NEW STOP,CUST,CUST NAME,HOUSE NUMBER,ADDRESS,CITY,ZIP,EST DATE,BIG 5 AVG,COMP AVG,Latitude,Longitude,Machine,Companion,Stop ID
650.0,1,1,01,650.0,1,1,01,236500003.0,LAS ESPERANZAS CAFE 3 ,6500,EASTERN AVENUE,BALTIMORE,21224,01/03/2023,353.95,0.0,39.2889002,-76.5360656,353.95,0.0,0
650.0,1,1,03,650.0,1,1,03,65047797.0,BOULEVARD DINER,1660,MERRITT BOULEVARD,DUNDALK,21222,04/04/2002,2026.13,830.97,39.2707756,-76.5035391,2026.13,830.97,1
650.0,1,1,04,650.0,1,1,04,650643.0,FRIENDLY'S DUNDALK,1579,MERRITT BOULEVARD,DUNDALK,21222,04/15/2010,230.63,87.98,39.2732412,-76.5025024,230.63,87.98,2
650.0,1,1,05,650.0,1,1,05,650470.0,SCOOZZI'S RESTAURANT,7625,GERMAN HILL ROAD,DUNDALK,21222,04/15/2008,399.0,0.0,39.279619800000006,-76.50215830270898,399.0,0.0,3
650.0,1,1,"02,04",650.0,1,1,"02,04",146500016.0,JIMMY'S FAMOUS SEAFOOD,6526,HOLABIRD AVENUE,BALTIMORE,21224-6244,05/01/2014,2044.16,91.13,39.272453428571424,-76.53526516326531,2044.16,91.13,4
650.0,1,2,01,650.0,1,2,01,6501022.0,KABUTO,8813,PULASKI HIGHWAY,ESSEX,21221,06/10/2013,581.59,0.0,39.337309,-76.47892,581.59,0.0,5
650.0,1,2,02,650.0,1,2,02,146500020.0,TACO LOVE GRILL,11550,PHILADELPHIA ROAD,WHITE MARSH,21162,05/16/2014,865.75,212.5,39.4067895,-76.4138085,865.75,212.5,6
650.0,1,2,03,650.0,1,2,03,650892.0,ROSARIO'S RESTAURANT,7301,PULASKI HIGHWAY,ROSEDALE,21237-2527,05/15/2012,840.68,10.08,39.310473,-76.529155,840.68,10.08,7
650.0,1,2,04,650.0,1,2,04,650894.0,HIBACHI GRILL & BUFFET,7911,EASTERN AVENUE,BALTIMORE ,21224-2141,06/11/2012,1082.39,11.85,39.29584366066492,-76.50809645832251,1082.39,11.85,8
650.0,1,2,05,650.0,1,2,05,156500451.0,ENDY'S GRILL,1328,EASTERN BOULEVARD,ESSEX,21221,12/30/2015,285.0,0.0,39.31571524983195,-76.46051428322953,285.0,0.0,9
650.0,1,3,01,650.0,1,3,01,196500032.0,MINDPUB,554,EAST FORT AVENUE,BALTIMORE,21230-4751,11/20/2019,205.0,0.0,39.27322685,-76.60543280423022,205.0,0.0,10
650.0,1,3,02,650.0,1,3,02,650707.0,PARK BENCH,1749,BELT STREET,BALTIMORE,21230-4707,10/13/2010,0.0,0.0,39.26986825,-76.60544804741379,0.0,0.0,11
650.0,1,3,03,650.0,1,3,03,176500031.0,HERSH'S,1843,LIGHT STREET,BALTIMORE,21230-4920,12/07/2017,305.41,36.5,39.26866085,-76.61164284596993,305.41,36.5,12
650.0,1,3,04,650.0,1,3,04,216500021.0,WATER SONG ,21,EAST CROSS STREET,BALTIMORE,21230,06/10/2021,219.32,0.0,39.2765098,-76.61349629663881,219.32,0.0,13
650.0,1,3,05,650.0,1,3,05,236500010.0,BE MORE THAI,1006,LIGHT STREET,BALTIMORE,21230-4018,03/06/2023,264.0,0.0,39.278029450000005,-76.61279853824908,264.0,0.0,14
650.0,1,3,06,650.0,1,3,06,65047430.0,THAI ARROY,1019,LIGHT STREET,BALTIMORE,21230,09/10/2006,161.46,0.0,39.2779406875,-76.6124129375,161.46,0.0,15
650.0,1,3,07,650.0,1,3,07,236500015.0,VIDA TACO BAR,333,WEST CAMDEN STREET,BALTIMORE,21201,04/24/2023,0.0,0.0,39.285186333333336,-76.62013566666667,0.0,0.0,16
650.0,1,3,08,650.0,1,3,08,650868.0,PRATT STREET ALE HOUSE,206,WEST PRATT STREET,BALTIMORE,21201-2426,01/13/2012,661.42,211.42,39.28641,-76.61904,661.42,211.42,17
650.0,1,4,01,650.0,1,4,01,246500002.0,ATTMAN'S BALTIMORE,1401,POINT STREET,BALTIMORE,21231,01/08/2024,680.7,135.7,39.28032546464647,-76.59759663636363,680.7,135.7,18
650.0,1,4,02,650.0,1,4,02,196500008.0,SWEETGREEN - HARBOR EAST,1306,FLEET STREET,BALTIMORE,21231,01/30/2019,1154.73,792.32,39.28439665306123,-76.59897026530612,1154.73,792.32,19
650.0,1,4,03,650.0,1,4,03,166500111.0,TACO FIESTA,618,SOUTH EXETER STREET,BALTIMORE,21202,03/04/2016,319.32,56.35,39.28403330961741,-76.60041712483532,319.32,56.35,20
650.0,1,4,04,650.0,1,4,04,650938.0,GERMANO'S TRATTORIA,300,SOUTH HIGH STREET,BALTIMORE,21202-4333,10/15/2012,0.0,0.0,39.286175,-76.601852,0.0,0.0,21
650.0,1,4,05,650.0,1,4,05,196500020.0,AMICCIS,231,SOUTH HIGH STREET,BALTIMORE,21202-4454,08/15/2019,715.0,0.0,39.286811615384615,-76.60201969230769,715.0,0.0,22
650.0,1,4,06,650.0,1,4,06,65092620.0,LA TAVOLA,248,ALBEMARLE STREET,BALTIMORE,21202-4455,04/08/1997,391.31,45.38,39.28647964864865,-76.60263602702703,391.31,45.38,23
650.0,1,4,07,650.0,1,4,07,226500030.0,AMMOORA RESTAURANT,751,KEY HIGHWAY,BALTIMORE,21230,10/03/2022,382.17,0.0,39.28054184473893,-76.60647690145632,382.17,0.0,24
650.0,1,5,01,650.0,1,5,01,650936.0,PHO 7 RICH,4136,EAST JOPPA ROAD,NOTTINGHAM,21236-2286,10/10/2012,245.82,0.0,39.399034,-76.481658,245.82,0.0,25
650.0,1,5,02,650.0,1,5,02,650944.0,MISSION BBQ NOTTINGHAM,4132,EAST JOPPA ROAD,NOTTINGHAM,21236,10/22/2012,775.33,248.31,39.399879,-76.482713,775.33,248.31,26
650.0,1,5,03,650.0,1,5,03,216500016.0,PHO SAIGON HANOI ,9613,HARFORD ROAD,PARKVILLE,21234-2150,05/20/2021,315.0,0.0,39.39550465,-76.5219236240098,315.0,0.0,27
650.0,1,5,04,650.0,1,5,04,650502.0,HOUSE OF KABOB,8025,HARFORD ROAD,PARKVILLE,21234,09/04/2008,215.0,0.0,39.3758319,-76.540707,215.0,0.0,28
650.0,1,5,05,650.0,1,5,05,650485.0,VALENTINO'S RESTAURANT,6627,HARFORD ROAD,BALTIMORE,21214-1306,06/04/2008,800.0,0.0,39.36275734693877,-76.55232414285715,800.0,0.0,29
650.0,1,5,06,650.0,1,5,06,156500378.0,SILVER QUEEN CAFE,5427,HARFORD ROAD,BALTIMORE,21214-2217,10/13/2015,317.39,30.25,39.3517351625,-76.5621095125,317.39,30.25,30
650.0,1,5,07,650.0,1,5,07,226500032.0,CAFE CAMPLI,4801,HARFORD ROAD,BALTIMORE,21214-2935,12/05/2022,331.75,91.75,39.3446876,-76.56740402433003,331.75,91.75,31
650.0,1,6,09,650.0,1,6,09,246500008.0,JUICY KING CRAB,7916,BELAIR ROAD,NOTTINGHAM,21236,02/27/2024,171.33,0.0,39.373811,-76.5117344,171.33,0.0,32
650.0,1,6,10,650.0,1,6,10,65065391.0,CHINA WOK,7916,HONEYGO BOULEVARD,NOTTINGHAM,21236,06/15/2004,189.0,0.0,39.3741892,-76.4722308,189.0,0.0,33
650.0,1,6,11,650.0,1,6,11,196500028.0,AKIRA RAMEN ,8133,HONEYGO BOULEVARD,WHITE MARSH,21236,09/17/2019,246.3,20.5,39.37162837898192,-76.46624520888918,246.3,20.5,34
650.0,1,6,12,650.0,1,6,12,650389.0,KOBE JAPANESE STEAK HOUSE,8165,HONEYGO BOULEVARD,NOTTINGHAM,21236-8208,12/29/2006,394.93,0.0,39.371664548773886,-76.465789952244,394.93,0.0,35
650.0,1,6,13,650.0,1,6,13,166500243.0,EDORRITO ASIAN BISTRO,5203,CAMPBELL BOULEVARD,NOTTINGHAM,21236,10/25/2016,246.0,0.0,39.36984250507985,-76.45448497010557,246.0,0.0,36
650.0,1,6,14,650.0,1,6,14,166500236.0,LEDO PIZZA OF WHITE MARSH,5350,CAMPBELL BOULEVARD,NOTTINGHAM,21236-4914,09/26/2016,534.0,284.0,39.3677221,-76.4496147,534.0,284.0,37
650.0,1,6,15,650.0,1,6,15,186500025.0,THAI RAINBOW RESTAURANT,750,CONCOURSE CIRCLE,MIDDLE RIVER,21220-2995,09/06/2018,216.63,9.12,39.35957835,-76.4069574601406,216.63,9.12,38
650.0,1,6,16,650.0,1,6,16,166500248.0,VINCEâ€™S CRAB HOUSE,610,COMPASS ROAD,MIDDLE RIVER,21220,11/23/2016,312.61,20.83,39.3433596,-76.44796,312.61,20.83,39
650.0,1,7,02,650.0,1,7,02,650433.0,HAN JOONG KWAN,9338,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,08/15/2007,275.56,10.55,39.278111550000006,-76.8334750374122,275.56,10.55,40
650.0,1,7,03,650.0,1,7,03,146500058.0,MISSION BBQ COLUMBIA,6270,COLUMBIA CROSSING CIRCLE,COLUMBIA,21045,06/24/2014,1026.36,166.13,39.19868547176594,-76.81438263226512,1026.36,166.13,41
650.0,1,7,"01,01",650.0,1,7,"01,01",65091580.0,SHANNON'S SALOON & RESTAURANT,9338,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,12/29/2003,2112.21,1321.17,39.278111550000006,-76.8334750374122,2112.21,1321.17,42
650.0,1,7,"04,02",650.0,1,7,"04,02",6501006.0,THE ALL AMERICAN STEAKHOUSE,3615,EAST JOPPA ROAD,PARKVILLE,21234,05/01/2013,1171.26,244.68,39.395068,-76.500756,1171.26,244.68,43
650.0,1,8,01,650.0,1,8,01,650432.0,EL SALVADOR RESTAURANT,207,SOUTH BROADWAY,BALTIMORE,21231-2406,08/06/2007,414.85,0.0,39.28899655,-76.59328361415342,414.85,0.0,44
650.0,1,8,02,650.0,1,8,02,166500229.0,ANGIE'S SEAFOOD,1727,EAST PRATT STREET,BALTIMORE,21231-1819,08/26/2016,471.14,0.0,39.289230775510205,-76.59218397959184,471.14,0.0,45
650.0,1,8,03,650.0,1,8,03,216500032.0,LITTLE DONNA'S ,1812,BANK STREET,BALTIMORE,21231-2506,09/08/2021,321.09,0.0,39.28689985,-76.59086450627674,321.09,0.0,46
650.0,1,8,04,650.0,1,8,04,216500001.0,ASAHI SUSHI,514,SOUTH BROADWAY,BALTIMORE,21231-2912,01/04/2021,0.0,0.0,39.28503015,-76.59391200366802,0.0,0.0,47
650.0,1,8,05,650.0,1,8,05,156500195.0,TWIST FELLS POINT,723,SOUTH BROADWAY,BALTIMORE,21231-3407,06/22/2015,249.5,0.0,39.28292145,-76.5928142576752,249.5,0.0,48
650.0,1,8,06,650.0,1,8,06,176500002.0,PENNY BLACK,1800,THAMES STREET,BALTIMORE,21231-3509,02/17/2017,184.0,0.0,39.28210535,-76.5909991,184.0,0.0,49
650.0,1,8,08,650.0,1,8,08,650479.0,BLACK OLIVE RESTAURANT,901,SOUTH BOND STREET,BALTIMORE,21231-3339,05/12/2008,197.63,0.0,39.2805457,-76.594155,197.63,0.0,50
650.0,1,8,"07,03",650.0,1,8,"07,03",650778.0,THAMES STREET OYSTER,1728,THAMES STREET,BALTIMORE,21231,04/18/2011,580.91,0.0,39.281952,-76.59247542857143,580.91,0.0,51
650.0,1,9,01,650.0,1,9,01,196500009.0,AKIRA RAMEN & IZAKAYA,3731,BOSTON STREET,BALTIMORE,21224,03/12/2019,250.92,0.0,39.276183,-76.56506201208254,250.92,0.0,52
650.0,1,9,02,650.0,1,9,02,166500075.0,CHESAPEAKE WINE COMPANY,2400,BOSTON STREET,BALTIMORE,21224,02/29/2016,205.0,0.0,39.2812022,-76.5800877,205.0,0.0,53
650.0,1,9,03,650.0,1,9,03,146500261.0,KATANA SUSHI BALTIMORE,845,SOUTH MONTFORD AVENUE,BALTIMORE,21224-3643,12/16/2014,175.0,0.0,39.2821105,-76.5823748505866,175.0,0.0,54
650.0,1,9,04,650.0,1,9,04,196500033.0,NIHAO,2322,BOSTON STREET,BALTIMORE,21224-3601,10/09/2019,654.21,102.17,39.28296605,-76.58380164774391,654.21,102.17,55
650.0,1,9,05,650.0,1,9,05,186500024.0,CHARMED KITCHEN,123,SOUTH CHESTER STREET,BALTIMORE,21231-2010,09/04/2018,269.5,20.5,39.28970355,-76.5871465776702,269.5,20.5,56
650.0,1,9,06,650.0,1,9,06,206500015.0,FRESH EXPRESS,525,NORTH WOLFE STREET,BALTIMORE,21205-2110,12/14/2020,269.0,0.0,39.29673916326531,-76.59066073469388,269.0,0.0,57
650.0,1,10,01,650.0,1,10,01,236500009.0,OVENBIRD BAKERY,300,3925 GOUGH STREET,BALTIMORE,21224,03/01/2023,562.47,205.4,39.289027,-76.557219,562.47,205.4,58
650.0,1,10,02,650.0,1,10,02,650826.0,K & D RESTAURANT,3706,EASTERN AVENUE,BALTIMORE,21224-4207,08/29/2011,222.7,17.7,39.2868183,-76.5661911,222.7,17.7,59
650.0,1,10,03,650.0,1,10,03,196500013.0,PHO BAC,700,SOUTH POTOMAC STREET,BALTIMORE,21224-3955,04/19/2019,240.76,0.0,39.284185,-76.574468,240.76,0.0,60
650.0,1,10,04,650.0,1,10,04,6501046.0,MISSION BBQ CANTON,3701,BOSTON STREET,BALTIMORE,21224,08/15/2013,488.36,29.43,39.276884,-76.565012,488.36,29.43,61
650.0,1,10,05,650.0,1,10,05,236500017.0,SCHOLA,2744,LIGHTHOUSE POINT EAST,BALTIMORE,21224,05/22/2023,256.62,0.0,39.27817486044775,-76.57806111040526,256.62,0.0,62
650.0,1,10,06,650.0,1,10,06,196500024.0,NAKED GRILL SUSHI AND YAKITORI,2748,LIGHTHOUSE POINT EAST,BALTIMORE,21224-4759,08/26/2019,276.0,0.0,39.27815590782199,-76.57808139852338,276.0,0.0,63
650.0,1,11,01,650.0,1,11,01,236500023.0,MISSION BBQ - WILMINGTON,3662,CONCORD PIKE,WILMINGTON,19803,07/17/2023,806.55,115.79,39.80402653837631,-75.54830194557644,806.55,115.79,64
650.0,1,11,02,650.0,1,11,02,166500225.0,HIBACHI GRILL & SUPREME SUSHI BUFFET,4403,KIRKWOOD HIGHWAY,WILMINGTON,19808,07/29/2016,716.09,0.0,39.72686892857143,-75.65189109183673,716.09,0.0,65
650.0,1,11,03,650.0,1,11,03,226500017.0,PLAZA AZTECA,928,BEAR CORBITT ROAD,NEWARK,19702,07/11/2022,1095.47,25.43,39.631134,-75.660544,1095.47,25.43,66
650.0,1,12,01,650.0,1,12,01,226500025.0,FIESTA MAYA MEXICAN GRILL,200,PENCADER PLAZA,NEWARK,19713,09/21/2022,270.35,0.0,39.659172,-75.736935,270.35,0.0,67
650.0,1,12,02,650.0,1,12,02,216500002.0,KUNGFU HOTPOT ,230,EAST MAIN STREET,NEWARK,19711,01/04/2021,354.96,0.0,39.68375608623192,-75.74510077443578,354.96,0.0,68
650.0,1,12,03,650.0,1,12,03,216500004.0,FREDDY'S WINGS AND WRAPS ,174,EAST MAIN STREET,NEWARK,19711-7309,01/11/2021,220.0,0.0,39.683651074852165,-75.74628158476214,220.0,0.0,69
650.0,1,12,04,650.0,1,12,04,196500014.0,ROOTS NATURAL KITCHEN,120,EAST MAIN STREET,NEWARK,19711,05/16/2019,518.51,0.0,39.68352895635361,-75.74798402660313,518.51,0.0,70
650.0,1,12,05,650.0,1,12,05,65040669.0,NEWARK COUNTRY CLUB,300,WEST MAIN STREET,NEWARK,19711-3218,04/12/2006,178.55,0.0,39.68577046389783,-75.76333254213104,178.55,0.0,71
650.0,1,12,06,650.0,1,12,06,650419.0,LA CUCINA RESTAURANT,103,NORTH WASHINGTON STREET,HAVRE DE GRACE,21078,05/16/2007,351.44,0.0,39.54785966321027,-76.089645,351.44,0.0,72
650.0,1,13,05,650.0,1,13,05,650748.0,SUPANO'S STEAK HOUSE,110,WATER STREET,BALTIMORE,21202-1001,01/31/2011,225.0,0.0,39.2883776,-76.6130822,225.0,0.0,73
650.0,1,13,06,650.0,1,13,06,226500023.0,ROSINA'S GOURMET,300,EAST LOMBARD STREET,BALTIMORE,21202-3219,09/27/2022,297.0,0.0,39.287978,-76.610647,297.0,0.0,74
650.0,1,13,07,650.0,1,13,07,196500023.0,ROD DEE THAI,340,NORTH CHARLES STREET,BALTIMORE,21201,08/19/2019,80.0,0.0,39.29374397058824,-76.61557405882353,80.0,0.0,75
650.0,1,13,08,650.0,1,13,08,65093622.0,SOTTO SOPRA,405,NORTH CHARLES STREET,BALTIMORE,21201-0000,07/12/1999,387.23,0.0,39.29426728571429,-76.61538897959183,387.23,0.0,76
650.0,1,13,09,650.0,1,13,09,146500121.0,IGGIES RESTAURANT,818,NORTH CALVERT STREET,BALTIMORE,21202,08/13/2014,0.0,0.0,39.298976591836734,-76.6131062244898,0.0,0.0,77
650.0,1,13,10,650.0,1,13,10,176500020.0,CAFE FILI,816,CATHEDRAL STREET,BALTIMORE,21201,06/05/2017,252.22,0.0,39.29877297959184,-76.6172796122449,252.22,0.0,78
650.0,1,13,11,650.0,1,13,11,216500030.0,CENTRAL BAR ,885,NORTH HOWARD STREET,BALTIMORE,21201,08/27/2021,0.0,0.0,39.3005658,-76.61984411084745,0.0,0.0,79
650.0,1,13,12,650.0,1,13,12,236500028.0,NOONA'S PIZZA,1203,WEST MOUNT ROYAL AVENUE,BALTIMORE,21217,11/16/2023,246.6,10.08,39.30713524489796,-76.62013279591837,246.6,10.08,80
650.0,1,14,06,650.0,1,14,06,186500030.0,LE COMPTOIR DU VIN,1729,MARYLAND AVENUE,BALTIMORE,21201,10/25/2018,288.41,56.45,39.3094941,-76.6175814,288.41,56.45,81
650.0,1,14,07,650.0,1,14,07,216500029.0,CHURCH BAR,2219 ,MARYLAND AVE,BALTIMORE,21218,08/10/2021,0.0,0.0,39.31489035,-76.61780822625337,0.0,0.0,82
650.0,1,14,08,650.0,1,14,08,216500031.0,SAKOON INDIAN FUSION,3105 B,ST. PAUL STREET,BALTIMORE,21218,09/07/2021,189.0,0.0,39.3171237,-76.6153514,189.0,0.0,83
650.0,1,14,09,650.0,1,14,09,236500019.0,TOKI UNDERGROUND,2731,GREENMOUNT AVENUE,BALTIMORE,21218-4496,06/21/2023,287.27,41.27,39.3216132,-76.60929475,287.27,41.27,84
650.0,1,14,10,650.0,1,14,10,65040034.0,CHARLES VILLAGE PUB ,3107,SAINT PAUL STREET,BALTIMORE,21218-3841,03/14/2002,314.93,0.0,39.32615125,-76.61555283665302,314.93,0.0,85
650.0,1,14,11,650.0,1,14,11,65086721.0,TAMBERS NIFTY FIFTY,3327,SAINT PAUL STREET,BALTIMORE,21218-3254,05/16/2006,185.0,0.0,39.329088600000006,-76.61568166206422,185.0,0.0,86
650.0,1,14,12,650.0,1,14,12,226500016.0,KAJIKEN,7,EAST 33RD STREET,BALTIMORE,21218,07/15/2022,318.36,0.0,39.32798281632653,-76.61650902040816,318.36,0.0,87
650.0,1,14,13,650.0,1,14,13,236500018.0,BE.BIM KOREAN BBQ,301,WEST 29TH STREET,BALTIMORE,21211-2910,06/19/2023,240.0,0.0,39.3217098,-76.6221426,240.0,0.0,88
650.0,1,15,01,650.0,1,15,01,216500015.0,REMI'S ,300,W. 30TH STREET,BALTIMORE,21211,04/16/2021,0.0,0.0,39.3231862,-76.62315497000586,0.0,0.0,89
650.0,1,15,02,650.0,1,15,02,156500396.0,COSIMA,3000,FALLS ROAD,BALTIMORE,21211,11/04/2015,932.63,361.15,39.3227112,-76.6305328,932.63,361.15,90
650.0,1,15,03,650.0,1,15,03,6505398.0,ON THE HILL CAFE,1431,JOHN STREET,BALTIMORE,21217,06/21/2005,155.28,0.0,39.3084351,-76.62373859842194,155.28,0.0,91
650.0,1,15,04,650.0,1,15,04,196500012.0,THE TILTED ROW,305,MC MECHEN STREET,BALTIMORE,21217,04/09/2019,571.15,0.0,39.3063278,-76.6285671,571.15,0.0,92
650.0,1,15,05,650.0,1,15,05,226500021.0,BALTIMORE UNITY HALL,1505,EUTAW PLACE,BALTIMORE,21217,08/11/2022,0.0,0.0,39.3058539,-76.6279523,0.0,0.0,93
650.0,1,15,06,650.0,1,15,06,236500006.0,TUERK HOUSE,730,ASHBURTON STREET,BALTIMORE,21216-4703,01/10/2023,266.54,0.0,39.2968731,-76.6616496,266.54,0.0,94
650.0,1,15,07,650.0,1,15,07,206500007.0,FAYETTE HOUSE ,15,SOUTH FULTON AVENUE,BALTIMORE,21217,05/04/2020,239.0,0.0,39.28792411111112,-76.64509433333333,239.0,0.0,95
650.0,1,15,08,650.0,1,15,08,246500007.0,FLOCK,1415,WASHINGTON BOULEVARD,BALTIMORE,21230-1830,01/25/2024,205.53,42.2,39.2792382,-76.63690598028236,205.53,42.2,96
650.0,1,16,01,650.0,1,16,01,65094609.0,LEE'S HUNAN,971,BEARDS HILL ROAD,ABERDEEN,21001,05/03/1990,242.19,0.0,39.5246324,-76.1801638,242.19,0.0,97
650.0,1,16,02,650.0,1,16,02,650820.0,LA TOLTECA ABERDEEN,984,HOSPITALITY WAY,ABERDEEN,21001-1779,08/25/2011,671.73,0.0,39.52385341625908,-76.18447638307886,671.73,0.0,98
650.0,1,16,03,650.0,1,16,03,650827.0,LA TOLTECA BEL AIR,2350,EAST CHURCHVILLE ROAD,BEL AIR,21015-1721,09/07/2011,308.44,0.0,39.555704,-76.274603,308.44,0.0,99
650.0,1,16,04,650.0,1,16,04,6501052.0,LEE'S ASIAN BISTRO,1408,HANDLIR DRIVE,BEL AIR,21015-6600,09/12/2013,222.72,12.72,39.48095684052067,-76.25439227647641,222.72,12.72,100
650.0,1,16,05,650.0,1,16,05,236500001.0,HUO GUO BEL AIR,5,BEL AIR SOUTH PARKWAY,BEL AIR,21015,12/30/2022,517.77,0.0,39.49734305,-76.32561231932084,517.77,0.0,101
650.0,1,16,06,650.0,1,16,06,236500011.0,LATITUDE SEAFOOD,5,BEL AIR SOUTH PARKWAY,BEL AIR,21015-6094,03/06/2023,1593.3,604.3,39.49734305,-76.32561231932084,1593.3,604.3,102
650.0,1,16,07,650.0,1,16,07,6501086.0,INDIA GARDEN,5,BEL AIR SOUTH PARKWAY,BEL AIR,21015,03/31/2014,165.0,0.0,39.49734305,-76.32561231932084,165.0,0.0,103
650.0,1,18,01,650.0,1,18,01,650814.0,SIZZLING BOMBAY,2108,OLD EMMORTON ROAD,BEL AIR,21015-6800,08/02/2011,240.0,0.0,39.4936772,-76.322036,240.0,0.0,104
650.0,1,18,02,650.0,1,18,02,650996.0,LEMON N' GINGER,3491,MERCHANT BOULEVARD,ABINGDON,21009,03/29/2013,335.09,0.0,39.46703525,-76.30778879280837,335.09,0.0,105
650.0,1,18,03,650.0,1,18,03,176500019.0,ISLAND SPICE CUISINE,2120,EMMORTON PARK ROAD,EDGEWOOD,21040-1066,05/24/2017,703.77,402.78,39.45267831104635,-76.30969916743928,703.77,402.78,106
650.0,1,18,04,650.0,1,18,04,216500019.0,VENETIAN ITALIAN EATERY,1901,TREE TOP DRIVE,EDGEWOOD,21040-1632,06/04/2021,493.65,20.83,39.434716,-76.313933,493.65,20.83,107
650.0,1,18,05,650.0,1,18,05,156500405.0,LA TOLTECA JOPPA,1411,MOUNTAIN ROAD,EDGEWOOD,21085,12/03/2015,538.9,0.0,39.43920765,-76.34498208632701,538.9,0.0,108
650.0,1,18,06,650.0,1,18,06,65094414.0,DELLIS' BAR & GRILL,8776,PHILADELPHIA ROAD,ROSEDALE,21237,04/25/2001,1077.53,359.18,39.3410786,-76.4845167,1077.53,359.18,109
650.0,1,19,01,650.0,1,19,01,6501056.0,BOMBAY NIGHTS,5007,HONEYGO CENTER DRIVE,PERRY HALL ,21128,05/01/2013,275.0,0.0,39.404683,-76.4431282,275.0,0.0,110
650.0,1,19,02,650.0,1,19,02,65023694.0,CHOPSTIX CAFE,5002,HONEYGO CENTER DRIVE,PERRY HALL ,21128,09/21/2004,245.0,0.0,39.4050555,-76.4434178,245.0,0.0,111
650.0,1,19,03,650.0,1,19,03,166500206.0,TASTE OF TAJ,9810,BELAIR ROAD,PERRY HALL ,21128,04/29/2016,179.0,0.0,39.4191206,-76.45756043173098,179.0,0.0,112
650.0,1,19,04,650.0,1,19,04,226500014.0,RAVAGE DELI,9636,BELAIR ROAD,NOTTINGHAM,21236,07/11/2022,240.0,0.0,39.412228612244895,-76.46468681632652,240.0,0.0,113
650.0,1,19,05,650.0,1,19,05,650721.0,FRIENDLY'S PERRY HALL,9551,BELAIR ROAD,NOTTINGHAM,21236-1509,12/03/2010,323.4,140.39,39.41006334693878,-76.46689202040815,323.4,140.39,114
650.0,1,19,06,650.0,1,19,06,196500015.0,EL SALTO - PERRY HALL,4335,EBENEZER ROAD,PERRY HALL ,21236-2143,05/16/2019,555.18,19.53,39.39763122857144,-76.47651831428571,555.18,19.53,115
650.0,1,19,07,650.0,1,19,07,650890.0,YAMA SUSHI PERRY HALL,4347,EBENEZER ROAD,NOTTINGHAM,21236-2143,05/04/2012,190.0,0.0,39.39758905714286,-76.47637482857142,190.0,0.0,116
650.0,2,1,01,650.0,2,1,01,6501054.0,LA TOLTECA COCKEYSVILLE,10010,YORK ROAD,COCKEYSVILLE,21030-3304,09/16/2013,284.18,0.0,39.463020331158326,-76.6360408030376,284.18,0.0,117
